produkt_id,kod_kreskowy,symbol_dostepu,opis
100173074,05909990017454,Rp,28 tabl.
100173080,05909990017461,Rp,28 tabl.
100173097,05909990017478,Rp,50 tabl.
100173097,05909990017485,Rp,100 tabl.
100173097,05909990017492,Rp,120 tabl.
100173097,05909990046409,Rp,30 tabl.
100173128,05909990017553,Rp,84 tabl.
100173128,05909990017539,Rp,50 tabl.
100173128,05909990017546,Rp,60 tabl.
100173128,05909990017508,Rp,20 tabl.
100173128,05909990017522,Rp,42 tabl.
100173128,05909990046461,Rp,30 tabl.
100173170,05909990017645,OTC,18 pastylek
100173246,05909990081431,OTC,12 tabl.
100173246,05909990081448,OTC,24 tabl.
100173269,05909990017881,Rp,3 tabl.
100173269,05909990017874,Rp,1 tabl.
100173329,05909990017966,Rp,28 tabl.
100173329,05909990017973,Rp,30 tabl.
100173329,05909991025595,Rp,60 tabl.
100173329,05909991025601,Rp,90 tabl.
100173335,05909990017997,Rp,30 tabl.
100173335,05909990018000,Rp,100 tabl.
100173335,05909990068838,Rp,10 tabl.
100173335,05909990068845,Rp,20 tabl.
100173335,05909990068852,Rp,60 tabl.
100173358,05909990018024,Rp,30 tabl.
100173358,05909990018031,Rp,90 tabl.
100173370,05909990019731,Rp,1 fiol. 500 ml
100173370,05909990019748,Rp,10 fiol. 500 ml
100173370,05909990019694,Rp,1 fiol. 250 ml
100173370,05909990019700,Rp,24 fiol. 250 ml
100173387,05909990018062,Rp,30 tabl.
100173387,05909990018079,Rp,90 tabl.
100173418,05909990018093,Rp,30 tabl.
100173418,05909990018109,Rp,90 tabl.
100173520,05909990018222,Lz,4 amp. 10 ml
100173648,05909990018383,Rp,1 fiol. 5 ml
100173648,05909990018390,Rp,"1 fiol. 16,7 ml"
100173648,05909990018406,Rp,1 fiol. 25 ml
100173648,05909990018420,Rp,1 fiol. 50 ml
100173648,05909990968404,Rp,1 fiol. 100 ml
100173690,05909990634446,Rp,28 tabl.
100173690,05909990634453,Rp,84 tabl.
100173708,05909990019991,Rp,1 fiol. 50 ml
100173708,05909990020003,Rp,70 fiol. 50 ml
100173708,05909990020041,Rp,1 fiol. 100 ml
100173708,05909990020058,Rp,56 fiol. 100 ml
100173861,05909990020645,Rp,"1 wstrzykiwacz 1,2 ml"
100173861,05909990020652,Rp,"3 wstrzykiwacze 1,2 ml"
100173878,05909990020669,Rp,"1 wstrzykiwacz 2,4 ml"
100173878,05909990020676,Rp,"3 wstrzykiwacze 2,4 ml"
100173890,05909990020881,Rp,28 tabl.
100173890,05909990020898,Rp,56 tabl.
100173890,05909990034925,Rp,30 tabl.
100173890,05909990034932,Rp,20 tabl.
100173890,05909990034949,Rp,60 tabl.
100173890,05909990034956,Rp,100 tabl.
100173890,05909990680849,Rp,50 tabl.
100173890,05909990680856,Rp,98 tabl.
100173909,05909990020904,Rp,28 tabl.
100173909,05909990020935,Rp,56 tabl.
100173909,05909990034987,Rp,30 tabl.
100173909,05909990034994,Rp,20 tabl.
100173909,05909990035007,Rp,60 tabl.
100173909,05909990035021,Rp,100 tabl.
100173909,05909990680863,Rp,50 tabl.
100173909,05909990680870,Rp,98 tabl.
100173950,05909990626038,OTC,1 butelka 250 ml
100173950,05909990626045,OTC,1 butelka 500 ml
100173950,05909990626052,OTC,1 kanister 5000 ml
100173980,05909990025206,Rp,28 tabl.
100173980,05909990025220,Rp,98 tabl.
100173980,05909991038977,Rp,1 butelka 30 tabl.
100173980,05909991038984,Rp,1 butelka 56 tabl.
100173980,05909991038991,Rp,1 butelka 100 tabl.
100173980,05909991039004,Rp,1 butelka 500 tabl.
100173996,05909990025336,Rp,28 tabl.
100173996,05909990025343,Rp,98 tabl.
100173996,05909991038809,Rp,1 butelka 30 tabl.
100173996,05909991038878,Rp,1 butelka 100 tabl.
100173996,05909991038885,Rp,1 butelka 1000 tabl.
100174004,05909990025367,Rp,28 tabl.
100174004,05909990025374,Rp,98 tabl.
100174004,05909991038892,Rp,1 butelka 30 tabl.
100174004,05909991038908,Rp,1 butelka 56 tabl.
100174004,05909991038946,Rp,1 butelka 100 tabl.
100174004,05909991038953,Rp,1 butelka 250 tabl.
100174004,05909991038960,Rp,1 butelka 1000 tabl.
100174027,05909990651931,Rp,90 szt.
100174027,05909990072255,Rp,30 szt.
100174027,05909990072262,Rp,100 szt.
100174100,05909990031801,OTC,1 butelka 250 ml
100174100,05909990031788,OTC,1 op. 1 l
100174100,05909990031795,OTC,1 butelka 100 ml
100174174,05909990036790,Rp,14 tabl.
100174174,05909990036806,Rp,28 tabl.
100174174,05909990036844,Rp,56 tabl.
100174174,05909990047536,Rp,7 tabl.
100174180,05909990036851,Rp,14 tabl.
100174180,05909990036868,Rp,28 tabl.
100174180,05909990036875,Rp,56 tabl.
100174180,05909990047543,Rp,7 tabl.
100174180,05903792743641,Rp,28 tabl.
100174205,05909990037100,Rp,10 tabl.
100174205,05909990037124,Rp,30 tabl.
100174205,05909990037131,Rp,100 tabl.
100174205,05909990065233,Rp,20 tabl.
100174286,05909990037773,Rp,21 tabl.
100174286,05909990086788,Rp,63 tabl.
100174346,05909990037940,Rp,30 tabl.
100174346,05909990743650,Rp,28 tabl.
100174346,05909990818365,Rp,84 tabl.
100174375,05909990037964,Rp,30 tabl.
100174375,05909990743667,Rp,28 tabl.
100174458,05909990038565,Rp,30 tabl.
100174458,05909990038572,Rp,42 tabl.
100174464,05909990038701,Rp,30 tabl.
100174464,05909990038732,Rp,42 tabl.
100174576,05909990039630,Rp,50 tabl.
100174576,05909990039647,Rp,100 tabl.
100174576,05909990039654,Rp,120 tabl.
100174576,05909990084104,Rp,30 tabl.
100174582,05909990039685,Rp,2 tabl.
100174582,05909990039692,Rp,4 tabl.
100174582,05909990039708,Rp,12 tabl.
100174607,05909990039746,Rp,20 tabl.
100174607,05909990039753,Rp,42 tabl.
100174607,05909990039760,Rp,50 tabl.
100174607,05909990039777,Rp,60 tabl.
100174607,05909990039784,Rp,84 tabl.
100174607,05909990084128,Rp,30 tabl.
100174620,05909990039791,Rp,20 tabl.
100174620,05909990039807,Rp,50 tabl.
100174620,05909990039838,Rp,100 tabl.
100174790,05909990040971,Rp,28 kaps.
100174790,05909990040988,Rp,56 kaps.
100174872,05909990041930,Rp,16 kaps.
100174872,05909990041947,Rp,28 kaps.
100174895,05909990042067,OTC,20 sasz.
100174895,05909991410605,OTC,10 sasz.
100174903,05909990042098,Rp,28 kaps. w blistrach (4 x 7)
100174903,05909990694600,Rp,28 kaps. w blistrach (2 x 14)
100174910,05909990042104,Rp,28 kaps. w blistrach (4 x 7)
100174910,05909990694631,Rp,28 kaps. w blistrach (2 x 14)
100174926,05909990646746,Rp,60 tabl.
100174978,05909990043088,Rpw,7 tabl.
100174978,05909990043095,Rpw,28 tabl.
100174978,05000158070783,Rpw,7 tabl.
100174978,05054792000002,Rpw,28 tabl.
100174978,05054792002181,Rpw,7 tabl.
100174984,05909990043255,Rpw,1 sasz. 25 mcg /h
100174984,05909990043262,Rpw,3 sasz. 25 mcg /h
100174984,05909990043279,Rpw,5 sasz. 25 mcg /h
100174984,05909990043286,Rpw,10 sasz. 25 mcg /h
100174984,05909990043293,Rpw,20 sasz. 25 mcg /h
100174984,05909990943258,Rpw,2 sasz. 25 mcg /h
100174984,05909990943265,Rpw,4 sasz. 25 mcg /h
100174984,05909990943272,Rpw,8 sasz. 25 mcg /h
100174984,05909990943289,Rpw,16 sasz. 25 mcg /h
100174990,05909990043361,Rpw,1 sasz. 50 mcg /h
100174990,05909990043378,Rpw,3 sasz. 50 mcg /h
100174990,05909990043385,Rpw,5 sasz. 50 mcg /h
100174990,05909990043392,Rpw,10 sasz. 50 mcg /h
100174990,05909990043408,Rpw,20 sasz. 50 mcg /h
100174990,05909990943074,Rpw,2 sasz. 50 mcg /h
100174990,05909990943081,Rpw,4 sasz. 50 mcg /h
100174990,05909990943098,Rpw,8 sasz. 50 mcg /h
100174990,05909990943104,Rpw,16 sasz. 50 mcg /h
100175104,05909990043842,Rp,1 fiol. 10 ml
100175104,05909990043866,Rp,1 fiol. 100 ml
100175104,05909990043873,Rp,1 fiol. 200 ml
100175104,05909990043859,Rp,1 fiol. 50 ml
100175104,05909991242169,Rp,1 fiol. 400 ml
100175179,05909990044108,Rp,6 tabl.
100175179,05909990044146,Rp,20 tabl.
100175179,05909990044153,Rp,28 tabl.
100175179,05909990044160,Rp,30 tabl.
100175179,05909990044177,Rp,50 tabl.
100175179,05909990044184,Rp,60 tabl.
100175179,05909990044191,Rp,100 tabl.
100175191,05909990044252,Rp,20 tabl.
100175191,05909990044269,Rp,50 tabl.
100175191,05909990044276,Rp,60 tabl.
100175191,05909990044283,Rp,100 tabl.
100175216,05909990044344,Rp,20 tabl.
100175216,05909990044351,Rp,50 tabl.
100175216,05909990044368,Rp,60 tabl.
100175216,05909990044375,Rp,100 tabl.
100175222,05909990044382,Rp,30 kaps.
100175222,05909991136321,Rp,90 kaps.
100175245,05909990044467,Rp,30 tabl.
100175245,05909991493752,Rp,90 tabl. (3 x 30)
100175245,05909991493769,Rp,7 tabl.
100175245,05909991520335,Rp,90 tabl.
100175251,05909990044535,Rp,30 tabl.
100175251,05909991492816,Rp,7 tabl.
100175251,05909991492823,Rp,90 tabl. (3 x 30)
100175251,05909991520342,Rp,90 tabl.
100175274,05909990044474,Rp,6 tabl.
100175274,05909990044481,Rp,20 tabl.
100175274,05909990044498,Rp,50 tabl.
100175274,05909990044504,Rp,60 tabl.
100175274,05909990044528,Rp,100 tabl.
100175392,05909990045006,Rp,30 kaps.
100175392,05909990079278,Rp,100 kaps.
100175392,05909990900794,Rp,90 kaps.
100175400,05909990045051,Rp,1 butelka 60 ml
100175400,05909990079261,Rp,1 butelka 125 ml
100175400,05909990079100,Rp,1 butelka 30 ml
100175475,05909990045495,Rp,14 tabl.
100175475,05909990081165,Rp,14 tabl. (1 x 14)
100175535,05909990674794,Rp,30 tabl.
100175535,05909991387006,Rp,60 tabl.
100175535,05909991456122,Rp,25 tabl.
100175558,05909990045501,Rp,10 tabl.
100175558,05909990045532,Rp,14 tabl.
100175558,05909990045549,Rp,20 tabl.
100175558,05909990081172,Rp,10 tabl. (1 x 10)
100175558,05909990081189,Rp,14 tabl. (1 x 14)
100175587,05909990045938,Rp,1 tuba 30 g
100175587,05909990045945,Rp,1 tuba 60 g
100175593,05909990045952,Rp,16 poj. jednodawkowych 4 ml
100175593,05909990045969,Rp,28 poj. jednodawkowych 4 ml
100175593,05909990045976,Rp,56 poj. jednodawkowych 4 ml
100175601,05909990045983,Rp,10 butelek 500 ml
100175601,05909990045990,Rp,10 worków 250 ml
100175601,05909990046003,Rp,20 worków 250 ml
100175601,05909990046034,Rp,10 worków 500 ml
100175601,05909990046041,Rp,20 worków 500 ml
100175601,05909990046058,Rp,10 worków 1000 ml
100175647,05909990046171,Rp,21 tabl.
100175647,05909990046188,Rp,63 tabl.
100175825,05909990669547,OTC,30 sasz. 2 g
100175883,05909990212811,Lz,1 butelka 100 ml
100175883,05909990212828,Lz,1 butelka 250 ml
100175883,05909990212835,Lz,1 butelka 500 ml
100175883,05909991513269,Lz,12 butelek 500 ml
100175883,05909991513276,Lz,20 butelek 100 ml
100175883,05909991513283,Lz,12 butelek 250 ml
100175950,05909990046621,Rp,28 tabl.
100175966,05909990046638,Rpw,20 tabl.
100175966,05909990046645,Rpw,50 tabl.
100175966,05909990652181,Rpw,30 tabl.
100175966,05909991523824,Rpw,28 tabl.
100175966,05909991524142,Rpw,56 tabl.
100175972,05909990046652,Rpw,20 tabl.
100175972,05909990046669,Rpw,50 tabl.
100175972,05909990046676,Rpw,100 tabl.
100175972,05909990652198,Rpw,30 tabl.
100175972,05909991523831,Rpw,28 tabl.
100175972,05909991524128,Rpw,56 tabl.
100175972,05909991524135,Rpw,98 tabl.
100175989,05909990046683,Rpw,50 tabl.
100175989,05909990652204,Rpw,30 tabl.
100175989,05909991524159,Rpw,56 tabl.
100176003,05909990046690,Rp,28 tabl.
100176010,05909990046805,Rpz,1 fiol. 20 ml
100176032,05909990046850,Rpz,1 fiol. 20 ml
100176049,05909990046867,Rpz,1 fiol. 20 ml
100176061,05909990046874,Rpz,1 fiol. 20 ml
100176090,05909990047079,Rp,10 tabl.
100176090,05909990047086,Rp,14 tabl.
100176090,05909990047093,Rp,28 tabl.
100176090,05909990047109,Rp,30 tabl.
100176090,05909990047147,Rp,56 tabl.
100176090,05909990047154,Rp,60 tabl.
100176090,05909990047161,Rp,90 tabl.
100176090,05909990047178,Rp,120 tabl.
100176090,05909990047185,Rp,180 tabl.
100176090,05909990047192,Rp,500 tabl.
100176180,05909990047888,Rpw,50 kaps.
100176180,05909990652235,Rpw,30 kaps.
100176180,05909991071882,Rpw,28 kaps.
100176180,05909991240257,Rpw,20 kaps.
100176180,05909991510183,Rpw,27 kaps.
100176180,05909991510190,Rpw,36 kaps.
100176180,05909991510206,Rpw,24 kaps.
100176180,05909991510534,Rpw,48 kaps.
100176180,05909991510541,Rpw,45 kaps.
100176180,05909991511265,Rpw,54 kaps.
100176180,05909991511272,Rpw,60 kaps.
100176180,05909991512408,Rpw,90 kaps.
100176180,05909991512415,Rpw,96 kaps.
100176180,05909991512422,Rpw,99 kaps.
100176180,05909991525606,Rpw,63 kaps.
100176204,05909990047895,Rp,28 kaps.
100176204,05909991197728,Rp,60 kaps.
100176204,05909991353551,Rp,112 kaps.
100176210,05909990047901,Rp,28 kaps.
100176210,05909990644919,Rp,7 kaps.
100176210,05909991353544,Rp,112 kaps.
100176227,05909990047949,Rp,28 kaps.
100176233,05909990047956,Rp,28 kaps.
100176233,05909991197735,Rp,60 kaps.
100176233,05909991353568,Rp,112 kaps.
100176240,05909990971442,Rp,10 tabl.
100176240,05909990971459,Rp,20 tabl.
100176240,05909990971466,Rp,28 tabl.
100176240,05909990971473,Rp,30 tabl.
100176240,05909990971480,Rp,50 tabl.
100176240,05909990971497,Rp,90 tabl.
100176256,05909990047963,Rp,28 kaps.
100176262,05909990047970,Rpw,50 kaps.
100176262,05909990652242,Rpw,30 kaps.
100176262,05909991071899,Rpw,28 kaps.
100176262,05909991240264,Rpw,20 kaps.
100176262,05909991510213,Rpw,27 kaps.
100176262,05909991510220,Rpw,36 kaps.
100176262,05909991510237,Rpw,24 kaps.
100176262,05909991510558,Rpw,45 kaps.
100176262,05909991510565,Rpw,48 kaps.
100176262,05909991511289,Rpw,60 kaps.
100176262,05909991511296,Rpw,54 kaps.
100176262,05909991512439,Rpw,96 kaps.
100176262,05909991512446,Rpw,90 kaps.
100176262,05909991512453,Rpw,99 kaps.
100176262,05909991525613,Rpw,63 kaps.
100176279,05909990047987,Rp,28 kaps.
100176285,05909990047994,Rp,14 kaps.
100176285,05909990048007,Rp,30 kaps.
100176285,05909991092184,Rp,90 kaps.
100176300,05909990048052,Rpw,50 kaps.
100176300,05909990652259,Rpw,30 kaps.
100176300,05909991071974,Rpw,28 kaps.
100176300,05909991240271,Rpw,20 kaps.
100176300,05909991510244,Rpw,36 kaps.
100176300,05909991510251,Rpw,24 kaps.
100176300,05909991510268,Rpw,27 kaps.
100176300,05909991510572,Rpw,48 kaps.
100176300,05909991510589,Rpw,45 kaps.
100176300,05909991511302,Rpw,54 kaps.
100176300,05909991511319,Rpw,60 kaps.
100176300,05909991523398,Rpw,96 kaps.
100176300,05909991523404,Rpw,90 kaps.
100176300,05909991523411,Rpw,99 kaps.
100176300,05909991525620,Rpw,63 kaps.
100176322,05909990048083,Rpw,50 kaps.
100176322,05909990652266,Rpw,30 kaps.
100176322,05909991071981,Rpw,28 kaps.
100176322,05909991240288,Rpw,20 kaps.
100176322,05909991510275,Rpw,36 kaps.
100176322,05909991510282,Rpw,27 kaps.
100176322,05909991510299,Rpw,24 kaps.
100176322,05909991510596,Rpw,45 kaps.
100176322,05909991510602,Rpw,48 kaps.
100176322,05909991511326,Rpw,60 kaps.
100176322,05909991511333,Rpw,54 kaps.
100176322,05909991523428,Rpw,99 kaps.
100176322,05909991523435,Rpw,90 kaps.
100176322,05909991523442,Rpw,96 kaps.
100176322,05909991525637,Rpw,63 kaps.
100176345,05909990048090,Rp,1 fiol.  proszku ¦ 1 fiol. 40 ml rozp. + 1 łącznik Mix2Vial
100176405,05909990048465,Rp,30 tabl.
100176405,05909990048472,Rp,100 tabl.
100176428,05909990048489,Rp,30 tabl.
100176428,05909990048496,Rp,100 tabl.
100176434,05909990048502,Rp,30 tabl.
100176434,05909990048540,Rp,100 tabl.
100176440,05909990048557,OTC,1 tuba 2 g
100176440,05909990048564,OTC,1 tuba 5 g
100176440,05909991240196,OTC,1 tuba 15 g
100176530,05909990048670,Rp,30 tabl.
100176530,05909990938780,Rp,90 tabl.
100176530,05909990938797,Rp,90 tabl.
100176546,05909990048809,Rp,50 tabl.
100176552,05909990048939,Rp,30 tabl. w blistrach
100176552,05909990048946,Rp,30 tabl. w pojemniku
100176552,05907626703757,Rp,60 tabl. w blistrach
100176552,05909990777907,Rp,98 tabl. w blistrze
100176569,05909990048823,Rp,50 tabl.
100176581,05909990048854,Rp,50 tabl.
100176598,05909990048830,Rp,60 tabl. w blistrach
100176598,05909990048847,Rp,1 poj. 60 tabl.
100176598,05909990061488,Rp,28 tabl.
100176606,05909990048885,Rp,60 tabl. w blistrach
100176606,05909990048892,Rp,1 poj. 60 tabl.
100176606,05909990061471,Rp,28 tabl.
100176612,05909990048977,Rp,30 tabl. w blistrach
100176612,05909990048984,Rp,30 tabl. w pojemniku
100176612,05909990777914,Rp,98 tabl.
100176612,05907626703764,Rp,60 tabl. w blistrach
100176629,05909990048861,Rp,60 tabl. w blistrach
100176629,05909990048878,Rp,1 poj. 60 tabl.
100176629,05909990061495,Rp,28 tabl.
100176641,05909990048908,Rp,60 tabl. w blistrach
100176641,05909990048922,Rp,1 poj. 60 tabl.
100176641,05909990061464,Rp,28 tabl.
100176724,05909990049264,Rp,7 tabl.
100176724,05909990049271,Rp,14 tabl.
100176724,05909990049288,Rp,28 tabl.
100176724,05909990049295,Rp,56 tabl.
100176747,05909990049301,Rp,7 tabl.
100176747,05909990049318,Rp,14 tabl.
100176747,05909990049325,Rp,28 tabl.
100176747,05909990049332,Rp,56 tabl.
100176753,05909990049349,Rp,7 tabl.
100176753,05909990049356,Rp,14 tabl.
100176753,05909990049363,Rp,28 tabl.
100176753,05909990049370,Rp,56 tabl.
100176760,05909990049387,Rp,7 tabl.
100176760,05909990049394,Rp,14 tabl.
100176760,05909990049400,Rp,28 tabl.
100176760,05909990049424,Rp,56 tabl.
100176776,05909990049431,Rp,7 tabl.
100176776,05909990049448,Rp,14 tabl.
100176776,05909990049455,Rp,28 tabl.
100176776,05909990049462,Rp,56 tabl.
100176782,05909990049479,Rp,7 tabl.
100176782,05909990049486,Rp,14 tabl.
100176782,05909990049493,Rp,28 tabl.
100176782,05909990049509,Rp,56 tabl.
100176836,05909990049639,Rp,30 tabl.
100176836,05909990700509,Rp,90 tabl.
100176836,05909990700493,Rp,60 tabl.
100176836,05907553016029,Rp,28 tabl.
100176842,05909990049646,Rp,30 tabl.
100176842,05909990700479,Rp,60 tabl.
100176842,05909990700486,Rp,90 tabl.
100176842,05907553016012,Rp,28 tabl.
100176859,05909990049653,Rp,30 tabl.
100176859,05909990700455,Rp,60 tabl.
100176859,05909990700462,Rp,90 tabl.
100176888,05909990049851,Lz,1 fiol. 50 ml
100176888,05909990049868,Lz,1 fiol. 20 ml
100176888,05909990049875,Lz,1 fiol. 100 ml
100176888,05909990049882,Lz,1 fiol. 200 ml
100176888,05909991445164,Lz,2 fiol. 200 ml
100176888,05909991445171,Lz,3 fiol. 200 ml
100176954,05909990050154,Rpz,"1 wkład 1,5 ml"
100176954,05909990050161,Rpz,"5 wkładów 1,5 ml"
100176954,05909990050178,Rpz,"10 wkładów 1,5 ml"
100176977,05909990050895,Rp,28 tabl.
100176977,05909990050901,Rp,30 tabl.
100176977,05909990050932,Rp,50 tabl.
100176977,05909990050949,Rp,100 tabl.
100177014,05909990052677,Rpz,"1 amp.-strzyk. 0,3 ml"
100177014,05909990052684,Rpz,"1 amp.-strzyk. 0,3 ml"
100177020,05909990661008,Rpz,"1 amp.-strzyk. 0,3 ml"
100177020,05909990052691,Rpz,1 fiol. 1 ml
100177037,05909990661039,Rpz,"1 amp.-strzyk. 0,3 ml"
100177037,05909990052738,Rpz,1 fiol. 1 ml
100177089,05909990053049,Rp,"1 op. 4,5 g"
100177095,05909990053056,Rp,30 tabl.
100177095,05909990933181,Rp,60 tabl.
100177095,05909990933198,Rp,90 tabl.
100177095,05909991252069,Rp,120 tabl.
100177110,05909990053148,OTC,20 pastylek
100177132,05909990053261,Rp,14 tabl.
100177132,05909990053278,Rp,30 tabl.
100177132,05909990053285,Rp,56 tabl.
100177132,05909990053292,Rp,98 tabl.
100177132,05909990665280,Rp,100 tabl.
100177161,05909990053360,Rp,1 worek 100 ml
100177161,05909990053377,Rp,5 worków 100 ml
100177161,05909990053384,Rp,10 worków 100 ml
100177161,05909990053391,Rp,20 worków 100 ml
100177161,05909990053407,Rp,30 worków 100 ml
100177161,05909990053421,Rp,40 worków 100 ml
100177161,05909990737000,Rp,1 butelka 50 ml
100177161,05909990737024,Rp,5 butelek 50 ml
100177161,05909990737031,Rp,10 butelek 50 ml
100177161,05909990737048,Rp,20 butelek 50 ml
100177161,05909990737055,Rp,30 butelek 50 ml
100177161,05909990737062,Rp,40 butelek 50 ml
100177161,05909990844197,Rp,5 worków 50 ml
100177161,05909990844258,Rp,30 worków 50 ml
100177161,05909990844180,Rp,1 worek 50 ml
100177161,05909990844203,Rp,10 worków 50 ml
100177161,05909990844241,Rp,20 worków 50 ml
100177161,05909990844265,Rp,40 worków 50 ml
100177209,05909990053445,Rp,1 worek 100 ml
100177209,05909990053452,Rp,5 worków 100 ml
100177209,05909990053469,Rp,10 worków 100 ml
100177209,05909990053476,Rp,20 worków 100 ml
100177209,05909990053483,Rp,30 worków 100 ml
100177209,05909990053490,Rp,40 worków 100 ml
100177209,05909990737079,Rp,1 butelka 100 ml
100177209,05909990737086,Rp,5 butelek 100 ml
100177209,05909990737093,Rp,10 butelek 100 ml
100177209,05909990737109,Rp,20 butelek 100 ml
100177209,05909990737123,Rp,30 butelek 100 ml
100177209,05909990737130,Rp,40 butelek 100 ml
100177209,05909990844272,Rp,1 worek 100 ml
100177209,05909990844296,Rp,10 worków 100 ml
100177209,05909990844340,Rp,30 worków 100 ml
100177209,05909990844289,Rp,5 worków 100 ml
100177209,05909990844302,Rp,20 worków 100 ml
100177209,05909990844357,Rp,40 worków 100 ml
100177215,05909990926893,Rp,14 tabl.
100177215,05909990926909,Rp,28 tabl.
100177215,05909990926930,Rp,56 tabl.
100177215,05909990926947,Rp,98 tabl.
100177215,05909990926954,Rp,10 tabl.
100177215,05909990926961,Rp,50 tabl.
100177215,05909990926978,Rp,500 tabl.
100177221,05909990053506,Rp,1 worek 200 ml
100177221,05909990053537,Rp,5 worków 200 ml
100177221,05909990053544,Rp,10 worków 200 ml
100177221,05909990053551,Rp,20 worków 200 ml
100177221,05909990053568,Rp,30 worków 200 ml
100177221,05909990053575,Rp,40 worków 200 ml
100177221,05909990737147,Rp,1 butelka 200 ml
100177221,05909990737154,Rp,5 butelek 200 ml
100177221,05909990737161,Rp,10 butelek 200 ml
100177221,05909990737178,Rp,20 butelek 200 ml
100177221,05909990737185,Rp,30 butelek 200 ml
100177221,05909990737192,Rp,40 butelek 200 ml
100177221,05909990844364,Rp,1 worek 200 ml
100177221,05909990844388,Rp,10 worków 200 ml
100177221,05909990844401,Rp,30 worków 200 ml
100177221,05909990844371,Rp,5 worków 200 ml
100177221,05909990844395,Rp,20 worków 200 ml
100177221,05909990844432,Rp,40 worków 200 ml
100177250,05909990056736,Rpz,6 fiol. 50 ml
100177250,07613421036027,Rpz,1 fiol. 50 ml
100177273,05909991068066,Rp,28 tabl.
100177273,05909991068073,Rp,30 tabl.
100177273,05909991068080,Rp,56 tabl.
100177273,05909991068097,Rp,60 tabl.
100177273,05909991068103,Rp,84 tabl.
100177273,05909991068141,Rp,90 tabl.
100177273,05909991068158,Rp,98 tabl.
100177273,05909991068165,Rp,100 tabl.
100177280,05909990053896,Rp,12 fiol. 5 ml
100177280,00300650092777,Rp,12 fiol. 5 ml
100177310,05909990054145,Rp,1 poj. 120 dawek
100177310,05909990054152,Rp,1 poj. 180 dawek
100177356,05909990054268,Rp,10 fiol. 50 ml
100177379,05909990054589,Rpw,5 szt.
100177379,05909990054596,Rpw,10 szt.
100177379,05909990054602,Rpw,20 szt.
100177379,05909990655069,Rpw,16 szt.
100177385,05909990054626,Rpw,5 szt.
100177385,05909990054633,Rpw,10 szt.
100177385,05909990054640,Rpw,20 szt.
100177385,05909990655076,Rpw,16 szt.
100177391,05909990054657,Rp,1 fiol. 40 mg
100177391,05907626702804,Rp,10 fiol. 40 mg
100177400,05909990054664,Rpw,5 szt.
100177400,05909990054671,Rpw,10 szt.
100177400,05909990054688,Rpw,20 szt.
100177400,05909990655083,Rpw,16 szt.
100177422,05909990054695,Rpw,5 szt.
100177422,05909990054701,Rpw,10 szt.
100177422,05909990054725,Rpw,20 szt.
100177422,05909990655090,Rpw,16 szt.
100177445,05909990055029,Rp,30 tabl.
100177445,05909990055036,Rp,90 tabl.
100177445,05901571320908,Rp,60 tabl. (2 x 30)
100177474,05909990055098,Rp,30 tabl.
100177474,05909990055104,Rp,100 tabl.
100177474,05909991284046,Rp,105 tabl.
100177474,05909991284053,Rp,120 tabl.
100177474,05909991289430,Rp,90 tabl.
100177497,05909990055180,Rp,1 amp. 2 ml
100177497,05909990055197,Rp,5 amp. 2 ml
100177497,05909990055203,Rp,10 amp. 2 ml
100177497,05909990055227,Rp,1 amp. 4 ml
100177497,05909990055234,Rp,5 amp. 4 ml
100177497,05909990055241,Rp,10 amp. 4 ml
100177557,05909990055470,Rp,30 tabl.
100177557,05909990906154,Rp,90 tabl.
100177563,05909990055487,Rpz,1 fiol.  + 1 amp. rozp.
100177563,05909990055494,Rpz,1 fiol.  + 1 amp. rozp.
100177570,05909990055531,Rp,30 tabl.
100177570,05909990055548,Rp,60 tabl.
100177570,05909991370541,Rp,50 tabl.
100177570,05909991370558,Rp,70 tabl.
100177570,05909991370565,Rp,80 tabl.
100177570,05909991370572,Rp,90 tabl.
100177570,05909991370589,Rp,100 tabl.
100177586,05909990055593,Rp,60 tabl.
100177586,05909990055586,Rp,30 tabl.
100177586,05909991370640,Rp,50 tabl.
100177586,05909991370657,Rp,70 tabl.
100177586,05909991370664,Rp,80 tabl.
100177586,05909991370671,Rp,90 tabl.
100177586,05909991370688,Rp,100 tabl.
100177592,05909990055609,Rp,30 tabl.
100177592,05909990055630,Rp,60 tabl.
100177592,05909991370695,Rp,50 tabl.
100177592,05909991370701,Rp,70 tabl.
100177592,05909991370718,Rp,80 tabl.
100177592,05909991370725,Rp,90 tabl.
100177592,05909991370732,Rp,100 tabl.
100177617,05909990055678,Rp,30 tabl.
100177617,05909990055685,Rp,90 tabl.
100177646,05909990055982,Rp,28 kaps.
100177646,05909990055999,Rp,30 kaps.
100177681,05909990056071,Lz,6 worków 1000 ml
100177681,05909990056088,Lz,4 worki 1500 ml
100177681,05909990056095,Lz,4 worki 2000 ml
100177681,05909990056101,Lz,2 worki 2500 ml
100177698,05909990056170,Lz,6 worków 1000 ml
100177698,05909990056187,Lz,4 worki 1500 ml
100177698,05909990056194,Lz,4 worki 2000 ml
100177698,05909990056200,Lz,2 worki 2500 ml
100177706,05909990056224,Lz,6 worków 1000 ml
100177706,05909990056231,Lz,4 worki 1500 ml
100177706,05909990056248,Lz,4 worki 2000 ml
100177706,05909990056255,Lz,2 worki 2500 ml
100177712,05909990056279,Rp,28 kaps.
